label,message,cleaned,prediction
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tri contact repli offer video handset anytim network min unlimit text camcord repli call,1
ham,Or ill be a little closer like at the bus stop on the same street,ill littl closer like bus stop street,0
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,make life stressful alway find time laugh may add year life sure add life ur year gud ni swt dream,0
ham,Hurry home. Soup is DONE!,hurri home soup done,0
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy father john john joy father u an ths hav lt gt iq tis ia question tri answer,0
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",see knew give break time woul lead alway want miss curfew gonna gibe til one midnight movi gonna get til need come home need getsleep anyth need b studdi ear train,0
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,sound better even im costum im sure time finish tomorrow txt end,0
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,u secret admir look make contact u find r reveal think ur special call stopsm,1
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think could stop like hour roommat look stock trip,0
ham,"* Was really good to see you the other day dudette, been missing you!",realli good see day dudett miss,0
ham,my ex-wife was not able to have kids. Do you want kids one day?,ex wife abl kid want kid one day,0
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,urgent mobil number award prize guarante call land line claim valid hrs,1
ham,Oh k:)after that placement there ah?,oh k placement ah,0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,know u u know send chat let find p msg rcvd hg suit land row w j hl ldn year,1
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,thought could go dinner treat seem ok,0
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh cours noth happen lar say v romant jus bit lor thk e nite sceneri nice leh,0
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday u happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj,0
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",latest nokia mobil ipod mp player proze guarante repli win norcorp ltd mtmsgrcvd,1
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,help u swoop pick u wherev ur bird r meet u want,0
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone,1
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",jane babe goin wrk feel ill lst nite fone alreadi cover chuck,0
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm,1
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),girl mani local u r virgin r readi fil ur everi sexual need u fil text cute p,0
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,sir hr trip bus last week anoth audit next wednesday think might drive time,0
ham,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da pleas take care pa pleas,0
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ok problem yup go sch rem correct,0
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,specialis work slave labor look month sha cos shakara beggar,0
ham,Cancel cheyyamo?and get some money back?,cancel cheyyamo get money back,0
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",nt goin got somethin unless meetin dinner lor haha wonder go tis time,0
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",congratul thank good friend u xmas prize claim easi call p per minut bt nation rate,1
ham,Lol! Oops sorry! Have fun. ,lol oop sorri fun,0
ham,No da..today also i forgot..,da today also forgot,0
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,today vodafon number end select receiv award number match call receiv award,1
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,u turn heater heater set lt gt degre,0
ham,The battery is for mr adewale my uncle. Aka Egbon,batteri mr adewal uncl aka egbon,0
ham,Well its not like you actually called someone a punto. That woulda been worse.,well like actual call someon punto woulda wors,0
ham,You'd like that wouldn't you? Jerk!,like jerk,0
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",best line said love wait till day forget u day u realiz u cannot forget gn,0
ham,have you ever had one foot before?,ever one foot,0
ham,My uncles in Atlanta. Wish you guys a great semester.,uncl atlanta wish guy great semest,0
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,luv u soo much u understand special u r ring u morrow luv u xxx,0
ham,ARR birthday today:) i wish him to get more oscar.,arr birthday today wish get oscar,0
ham,ÌÏ thk of wat to eat tonight.,thk wat eat tonight,0
ham,I dunno lei... Like dun haf...,dunno lei like dun haf,0
ham,"Babe, I'm back ... Come back to me ...",babe back come back,0
ham,Hmmm:)how many players selected?,hmmm mani player select,0
ham,i felt so...not any conveying reason.. Ese he... What about me?,felt convey reason ese,0
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",sir need velusami sir date birth compani bank facil detail,0
ham,Thank You meet you monday,thank meet monday,0
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,mobil club choos top qualiti item mobil cfca,1
ham,"Sorry, I'll call later",sorri call later,0
ham,I wont touch you with out your permission.,wont touch permiss,0
ham,WOT U WANNA DO THEN MISSY?,wot u wanna missi,0
ham,Will be office around 4 pm. Now i am going hospital.,offic around pm go hospit,0
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",taxt massag tie pos argh ok lool,0
ham,Great! I have to run now so ttyl!,great run ttyl,0
ham,K:)all the best:)congrats...,k best congrat,0
ham,Okie,oki,0
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student,0
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spjanuari male sale hot gay chat cheaper call nation rate p min cheap p min peak stop text call p min,1
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lay rock rock envelop envelop paper paper word,0
ham,Honey boo I'm missing u.,honey boo miss u,0
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,boy made fun today ok problem sent one messag fun,0
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,rington club get uk singl chart mobil week choos top qualiti rington messag free charg,1
ham,U 2.,u,0
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose,0
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solv case man found murder lt decim gt lt gt afternoon wife call polic polic question everyon wife sir sleep murder took place cook cook garden pick veget hous maid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant,0
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ah see lingo let know wot earth finish make,0
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei happend tron mayb ill dl,0
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ok stay night xavier sleep bag get tire,0
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,u secret admir look make contact u find r reveal think ur special call,1
ham,Am in gobi arts college,gobi art colleg,0
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,go home liao ask dad pick,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,decemb mobil mths entitl updat latest colour camera mobil free call mobil updat co free,1
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ok lor anyway thk cant get ticket cos like quit late alreadi u wan go look ur fren darren wif,0
ham,Somebody set up a website where you can play hold em using eve online spacebucks,somebodi set websit play hold em use eve onlin spacebuck,0
ham,Ok then i will come to ur home after half an hour,ok come ur home half hour,0
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,0
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ok im sure time finish tomorrow wanna spend even cos would vewi vewi lubli love xxx,0
ham,ÌÏ come lt 25 n pass to me lar,come lt n pass lar,0
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",want cock hubbi away need real man satisfi txt wife string action txt stop end txt rec ea otbox la ws,1
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,mobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfeb c appli,1
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,quit know still get hold anyon cud pick bout pm see pub,0
ham,Orh i tot u say she now still dun believe.,orh tot u say still dun believ,0
ham,If you ask her or she say any please message.,ask say pleas messag,0
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,want anytim network min text new video phone five pound per week call repli deliveri tomorrow,1
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,msg mobil content order resent previous attempt fail due network error queri customersqueri netvis uk com,1
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",pls pls send mail know relat come deliv know cost risk benefit anyth els thank,0
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh comput ship address sandiago parantella lane wtf poop,0
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,u switch fone dammit,0
ham,"I'll get there at 3, unless you guys want me to come some time sooner",get unless guy want come time sooner,0
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,xclusiv clubsaisai morow soire special zouk nichol pari free rose ladi info,1
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark work tomorrow get work hous meet u afterward,0
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,hello handsom find job lazi work toward get back net mummi boytoy miss,0
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,free msg singl find partner area real peopl wait chat send chat cncl send stopc per msg,1
ham,Change windows logoff sound..,chang window logoff sound,0
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believ said mani thing morn realli want say good morn love beauti morn see librari later,0
ham,Going for dinner.msg you after.,go dinner msg,0
ham,Sorry for the delay. Yes masters,sorri delay yes master,0
ham,Aiyar sorry lor forgot 2 tell u...,aiyar sorri lor forgot tell u,0
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell femal v throw decid get,0
ham,We have to pick rayan macleran there.,pick rayan macleran,0
ham,I'm thinking that chennai forgot to come for auction..,think chennai forgot come auction,0
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love get interview today happi good boy think miss,0
ham,There is a first time for everything :),first time everyth,0
ham,Ok... But bag again..,ok bag,0
ham,Early bird! Any purchases yet?,earli bird purchas yet,0
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",download mani rington u like restrict choos u even send yr buddi txt sir,1
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer,0
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,0
ham,K...k:)why cant you come here and search job:),k k cant come search job,0
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free st week entri textpod chanc win gb ipod cash everi wk txt vpod ts cs www textpod net custcar,1
ham,I dun believe u. I thk u told him.,dun believ u thk u told,0
ham,Yes when is the appt again?,yes appt,0
ham,Jason says it's cool if we pick some up from his place in like an hour,jason say cool pick place like hour,0
ham,"Its ok, if anybody asks abt me, u tel them..:-P",ok anybodi ask abt u tel p,0
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,like cheap happi splash wine make feel better,0
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,dunno leh cant rememb mayb lor wat time r meet tmr,0
ham,I said its okay. Sorry,said okay sorri,0
ham,(You didn't hear it from me),hear,0
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",realiz year thousand old ladi run around tattoo,0
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke gm gn ge gn,0
ham,I'll let you know when it kicks in,let know kick,0
ham,Yes :)it completely in out of form:)clark also utter waste.,yes complet form clark also utter wast,0
ham,"K I'm ready,  &lt;#&gt; ?",k readi lt gt,0
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,realli skateboard despit fact get thrown wind bandag shit arm everi five minut,0
ham,Then she buying today? ÌÏ no need to c meh...,buy today need c meh,0
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason around time smoke gas afford around someon tell appar happen somebodi want light,0
ham,Lmao. Take a pic and send it to me.,lmao take pic send,0
ham,Wat time u finish ur lect today?,wat time u finish ur lect today,0
ham,Cab is available.they pick up and drop at door steps.,cab avail pick drop door step,0
ham,We stopped to get ice cream and will go back after,stop get ice cream go back,0
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow go theatr come wherev u call tell come tomorrow,0
ham,Howz that persons story,howz person stori,0
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,messag great doctor india drink appi fizz contain cancer caus age,0
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ride equal unev mani peski cyclist around time night,0
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,sing hu think also import find someon femal know place well prefer citizen also smart help navig even thing like choos phone plan requir guidanc doubt ask especi girl,0
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,0
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon love today hope good mayb interview wake miss babe passion kiss across sea,0
ham,Apps class varaya elaya.,app class varaya elaya,0
ham,I need... Coz i never go before ,need coz never go,0
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,want new video phone anytim network min text five pound per week call repli deliveri tomorrow,1
ham,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work bus,0
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,know need get hotel got invit apologis cali sweet come english bloke weddin,0
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",urgent week free membership prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw,1
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,yup thk cine better cos need go plaza mah,0
ham,Are you at work right now ?,work right,0
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife,0
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend someon lifetim may meaningless moment spent someon realli love mean life,0
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box w wx,1
ham,I want snow. It's just freezing and windy.,want snow freez windi,0
ham,Oh ok..,oh ok,0
ham,I'm on the bus. Love you,bus love,0
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,exhaust train morn much wine pie sleep well,0
ham,No she didnt. I will search online and let you know.,didnt search onlin let know,0
ham,"It's ok, at least armand's still around",ok least armand still around,0
ham,I love to cuddle! I want to hold you in my strong arms right now...,love cuddl want hold strong arm right,0
ham,Do you always celebrate NY's with your family ?,alway celebr ny famili,0
ham,Call me when u're done...,call u done,0
ham,"Sorry,in meeting I'll call later",sorri meet call later,0
ham,"I'm a guy, browsin is compulsory",guy browsin compulsori,0
ham,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later togeth,0
ham,Yes i have. So that's why u texted. Pshew...missing you so much,yes u text pshew miss much,0
ham,I love working from home :),love work home,0
ham,K I'll call you when I'm close,k call close,0
ham,How are you. Wish you a great semester,wish great semest,0
ham,One of best dialogue in cute reltnship..!! \Wen i Die,one best dialogu cute reltnship wen die,0
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,much fight good nite,0
ham,On the road so cant txt,road cant txt,1
ham,What you need. You have a person to give na.,need person give na,0
ham,Yes see ya not on the dot,yes see ya dot,0
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let know need anyth els salad desert someth mani beer shall get,0
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey realli pretti late want go lesson first join reach tp mrt,0
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,back bit long cos accid divert via wadebridg brilliant weekend thank speak soon lot love,0
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",day say cut ur hair paragon call hair sens noe much hair cut,0
ham,Will you come online today night,come onlin today night,0
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,olol print forum post guy exact prob fix gpu replac hope dont ignor,0
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,run away frm u walk slowli amp kill u care enough stop,0
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u secret admir look make contact u find r reveal think ur special call,1
ham,He is world famamus....,world famamus,0
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,hmm shall bring bottl wine keep us amus joke still bring bottl red white see tomorrow,0
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",night sweet sleep well see exorc emili rose may never sleep hug snog,0
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes realli great bhaji told kalli best cricket sachin world tough get,0
ham,Update your face book status frequently :),updat face book status frequent,0
ham,"Just making dinner, you ?",make dinner,0
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,da intro cover energi trend n pros n con brief descript nuclear fusion n oso brief histori iter n jet got abt n half page,0
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,hey gorgeous man work mobil number good one babe squishi mwah,0
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",stop club tone repli stop mix see tone com enjoy html term club tone cost gbp week mfl,1
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",forgotten might coupl buck send tomorrow k love ya,0
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,wake sinc check stuff saw true avail space pls call embassi send mail,0
ham,If you are not coughing then its nothing,cough noth,0
ham,"Awesome, be there in a minute",awesom minut,0
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,doubl min txts orang price linerent motorola sonyericsson b tooth free nokia free call mobileupd optout hv,1
ham,"Hi elaine, is today's meeting confirmed?",hi elain today meet confirm,0
ham,That's the way you should stay oh.,way stay oh,0
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorri dude dont know forgot even dan remind sorri hope guy fun,0
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ok lor soni ericsson salesman ask shuhui say quit gd use consid,0
ham,K come to nordstrom when you're done,k come nordstrom done,0
ham,"K, if u bored up just come to my home..",k u bore come home,0
ham,Can come my room but cannot come my house cos my house still messy... Haha...,come room cannot come hous cos hous still messi haha,0
ham,"Oops I did have it,  &lt;#&gt; ?",oop lt gt,0
ham,No..he joined today itself.,join today,0
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",freemsg hey u got video pic fone repli wild txt ill send u pic hurri im bore work xxx p rcvd stop stop,1
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey pay salari de lt gt,0
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turn friend stay whole show back til lt gt feel free go ahead smoke lt gt worth,0
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,big differ lt gt versus lt gt everi lt gt hrs,0
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact settl room let know ok,0
ham,Right it wasnt you who phoned it was someone with a number like yours!,right wasnt phone someon number like,0
ham,Can you pls send me that company name. In saibaba colany,pls send compani name saibaba colani,0
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,leav wif lar wan carri meh heavi da num familiar,0
ham,I'm home. Doc gave me pain meds says everything is fine.,home doc gave pain med say everyth fine,0
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,sure tri make xavier smoke want smoke told smoke much,0
ham,Still chance there. If you search hard you will get it..let have a try :),still chanc search hard get let tri,0
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah probabl swing roommat finish girl,0
spam,Adult 18 Content Your video will be with you shortly,adult content video short,1
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",thing chang sentenc want concentr educ career im leav,0
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,tri contact repli offer video phone anytim network min half price line rental camcord repli call,1
ham,Come to my home for one last time i wont do anything. Trust me.,come home one last time wont anyth trust,0
ham,At what time are you coming.,time come,0
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let ur heart ur compass ur mind ur map ur soul ur guid u never loos world gnun sent via way sms com,0
ham,Nvm it's ok...,nvm ok,0
ham,K.k..how is your sister kids?,k k sister kid,0
ham,At the funeral home with Audrey and dad,funer home audrey dad,0
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",hello drivbi quit edrunk sorri iff pthis make senrd dnot dancc drum n basq ihav fun nhite x ros xxxxxxx,0
ham,Then what about further plan?,plan,0
ham,Ugh my leg hurts. Musta overdid it on mon.,ugh leg hurt musta overdid mon,0
ham,From here after The performance award is calculated every two month.not for current one month period..,perform award calcul everi two month current one month period,0
ham,"Uncle G, just checking up on you. Do have a rewarding month",uncl g check reward month,0
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",edison right said fool ask question wise man answer know us speechless viva gm,0
ham,Exactly. Anyways how far. Is jide her to study or just visiting,exact anyway far jide studi visit,0
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,ur cash balanc current pound maxim ur cash send cash p msg cc hg suit land row w j hl,1
ham,Good. Good job. I like entrepreneurs,good good job like entrepreneur,0
ham,Meet after lunch la...,meet lunch la,0
ham,G.W.R,g w r,0
